Airline IATA,Source airport IATA,Destination airport IATA,Stops,Airline Name,Active
EP,THR,GCH,0,Iran Aseman Airlines,Y
EP,THR,IFN,0,Iran Aseman Airlines,Y
EP,THR,IIL,0,Iran Aseman Airlines,Y
EP,THR,KHY,0,Iran Aseman Airlines,Y
EP,THR,KSH,0,Iran Aseman Airlines,Y
EP,THR,MHD,0,Iran Aseman Airlines,Y
EP,THR,NSH,0,Iran Aseman Airlines,Y
EP,THR,OMH,0,Iran Aseman Airlines,Y
EP,THR,PFQ,0,Iran Aseman Airlines,Y
EP,THR,PGU,0,Iran Aseman Airlines,Y
EP,THR,RAS,0,Iran Aseman Airlines,Y
EP,THR,RZR,0,Iran Aseman Airlines,Y
EP,THR,SDG,0,Iran Aseman Airlines,Y
EP,THR,SYZ,0,Iran Aseman Airlines,Y
EP,THR,TBZ,0,Iran Aseman Airlines,Y
EP,THR,YES,0,Iran Aseman Airlines,Y
EP,THR,ZAH,0,Iran Aseman Airlines,Y
EP,THR,ZBR,0,Iran Aseman Airlines,Y
EP,YES,THR,0,Iran Aseman Airlines,Y
EP,ZAH,DXB,0,Iran Aseman Airlines,Y
EP,ZAH,GBT,0,Iran Aseman Airlines,Y
EP,ZAH,MHD,0,Iran Aseman Airlines,Y
EP,ZAH,SYZ,0,Iran Aseman Airlines,Y
EP,ZAH,THR,0,Iran Aseman Airlines,Y
EP,ZBR,MCT,0,Iran Aseman Airlines,Y
EP,ZBR,MHD,0,Iran Aseman Airlines,Y
EP,ZBR,THR,0,Iran Aseman Airlines,Y
EQ,BOG,CCS,0,TAME,Y
EQ,BOG,UIO,0,TAME,Y
EQ,CCS,BOG,0,TAME,Y
EQ,CLO,ESM,0,TAME,Y
EQ,CUE,GYE,0,TAME,Y
EQ,CUE,UIO,0,TAME,Y
EQ,ESM,CLO,0,TAME,Y
EQ,ESM,GYE,0,TAME,Y
EQ,ESM,UIO,0,TAME,Y
EQ,ETR,UIO,0,TAME,Y
EQ,GPS,GYE,0,TAME,Y
EQ,GRU,UIO,0,TAME,Y
EQ,GYE,CUE,0,TAME,Y
EQ,GYE,ESM,0,TAME,Y
EQ,GYE,GPS,0,TAME,Y
EQ,GYE,LOH,0,TAME,Y
EQ,GYE,LTX,0,TAME,Y
EQ,GYE,PTY,0,TAME,Y
EQ,GYE,SCY,0,TAME,Y
EQ,GYE,UIO,0,TAME,Y
EQ,HAV,UIO,0,TAME,Y
EQ,LGQ,UIO,0,TAME,Y
EQ,LIM,UIO,0,TAME,Y
EQ,LOH,GYE,0,TAME,Y
EQ,LOH,UIO,0,TAME,Y
EQ,LTX,GYE,0,TAME,Y
EQ,LTX,OCC,0,TAME,Y
EQ,MEC,UIO,0,TAME,Y
EQ,OCC,LTX,0,TAME,Y
EQ,OCC,UIO,0,TAME,Y
EQ,PTY,GYE,0,TAME,Y
EQ,SCY,GYE,0,TAME,Y
EQ,TNW,UIO,0,TAME,Y
EQ,UIO,BOG,0,TAME,Y
EQ,UIO,CUE,0,TAME,Y
EQ,UIO,ESM,0,TAME,Y
EQ,UIO,ETR,0,TAME,Y
EQ,UIO,GRU,0,TAME,Y
EQ,UIO,GYE,0,TAME,Y
EQ,UIO,HAV,0,TAME,Y
EQ,UIO,LGQ,0,TAME,Y
EQ,UIO,LIM,0,TAME,Y
EQ,UIO,LOH,0,TAME,Y
EQ,UIO,MEC,0,TAME,Y
EQ,UIO,OCC,0,TAME,Y
EQ,UIO,TUA,0,TAME,Y
EQ,UIO,XMS,0,TAME,Y
EQ,XMS,TNW,0,TAME,Y
ET,ABJ,CKY,0,Ethiopian Airlines,Y
ET,ABJ,COO,0,Ethiopian Airlines,Y
ET,ABJ,LFW,0,Ethiopian Airlines,Y
ET,ABJ,LOS,0,Ethiopian Airlines,Y
ET,ABJ,OUA,0,Ethiopian Airlines,Y
ET,ABV,ADD,0,Ethiopian Airlines,Y
ET,ABV,COO,0,Ethiopian Airlines,Y
ET,ABV,LFW,0,Ethiopian Airlines,Y
ET,ABV,NDJ,0,Ethiopian Airlines,Y
ET,ABV,NIM,0,Ethiopian Airlines,Y
ET,ACC,ADD,0,Ethiopian Airlines,Y
ET,ACC,FNA,0,Ethiopian Airlines,Y
ET,ACC,LFW,0,Ethiopian Airlines,Y
ET,ACC,MLW,0,Ethiopian Airlines,Y
ET,ADD,ABV,0,Ethiopian Airlines,Y
ET,ADD,ACC,0,Ethiopian Airlines,Y
ET,ADD,AMH,0,Ethiopian Airlines,Y
ET,ADD,ASO,0,Ethiopian Airlines,Y
ET,ADD,AXU,0,Ethiopian Airlines,Y
ET,ADD,BEY,0,Ethiopian Airlines,Y
ET,ADD,BJR,0,Ethiopian Airlines,Y
ET,ADD,BKK,0,Ethiopian Airlines,Y
ET,ADD,BKO,0,Ethiopian Airlines,Y
ET,ADD,BOM,0,Ethiopian Airlines,Y
ET,ADD,CAI,0,Ethiopian Airlines,Y
ET,ADD,CAN,0,Ethiopian Airlines,Y
ET,ADD,CDG,0,Ethiopian Airlines,Y
ET,ADD,COO,0,Ethiopian Airlines,Y
ET,ADD,DAR,0,Ethiopian Airlines,Y
ET,ADD,DEL,0,Ethiopian Airlines,Y
ET,ADD,DIR,0,Ethiopian Airlines,Y
ET,ADD,DLA,0,Ethiopian Airlines,Y
ET,ADD,DMM,0,Ethiopian Airlines,Y
ET,ADD,DXB,0,Ethiopian Airlines,Y
ET,ADD,EBB,0,Ethiopian Airlines,Y
ET,ADD,ENU,0,Ethiopian Airlines,Y
ET,ADD,FBM,0,Ethiopian Airlines,Y
ET,ADD,FCO,0,Ethiopian Airlines,Y
ET,ADD,FIH,0,Ethiopian Airlines,Y
ET,ADD,FRA,0,Ethiopian Airlines,Y
ET,ADD,GDQ,0,Ethiopian Airlines,Y
ET,ADD,GMB,0,Ethiopian Airlines,Y
ET,ADD,HGA,0,Ethiopian Airlines,Y
ET,ADD,HKG,0,Ethiopian Airlines,Y
ET,ADD,HRE,0,Ethiopian Airlines,Y
ET,ADD,JED,0,Ethiopian Airlines,Y
ET,ADD,JIB,0,Ethiopian Airlines,Y
ET,ADD,JIJ,0,Ethiopian Airlines,Y
ET,ADD,JIM,0,Ethiopian Airlines,Y
ET,ADD,JNB,0,Ethiopian Airlines,Y
ET,ADD,JRO,0,Ethiopian Airlines,Y
ET,ADD,JUB,0,Ethiopian Airlines,Y
ET,ADD,KGL,0,Ethiopian Airlines,Y
ET,ADD,KRT,0,Ethiopian Airlines,Y
ET,ADD,KWI,0,Ethiopian Airlines,Y
ET,ADD,LAD,0,Ethiopian Airlines,Y
ET,ADD,LBV,0,Ethiopian Airlines,Y
ET,ADD,LFW,0,Ethiopian Airlines,Y
ET,ADD,LHR,0,Ethiopian Airlines,Y
ET,ADD,LLW,0,Ethiopian Airlines,Y
ET,ADD,LOS,0,Ethiopian Airlines,Y
ET,ADD,LUN,0,Ethiopian Airlines,Y
ET,ADD,MBA,0,Ethiopian Airlines,Y
ET,ADD,MCT,0,Ethiopian Airlines,Y
ET,ADD,MPM,0,Ethiopian Airlines,Y
ET,ADD,MQX,0,Ethiopian Airlines,Y
ET,ADD,NBO,0,Ethiopian Airlines,Y
ET,ADD,NDJ,0,Ethiopian Airlines,Y
ET,ADD,NIM,0,Ethiopian Airlines,Y
ET,ADD,OUA,0,Ethiopian Airlines,Y
ET,ADD,PEK,0,Ethiopian Airlines,Y
ET,ADD,PNR,0,Ethiopian Airlines,Y
ET,ADD,PVG,0,Ethiopian Airlines,Y
ET,ADD,RUH,0,Ethiopian Airlines,Y
ET,ADD,SSG,0,Ethiopian Airlines,Y
ET,ADD,SZE,0,Ethiopian Airlines,Y
ET,ADD,TLV,0,Ethiopian Airlines,Y
ET,ADL,SIN,0,Ethiopian Airlines,Y
ET,AKL,SIN,0,Ethiopian Airlines,Y
ET,AMH,ADD,0,Ethiopian Airlines,Y
ET,AMS,FRA,0,Ethiopian Airlines,Y
ET,ARN,ADD,0,Ethiopian Airlines,Y
ET,ARN,CPH,0,Ethiopian Airlines,Y
ET,ARN,FRA,0,Ethiopian Airlines,Y
ET,ARN,HEL,0,Ethiopian Airlines,Y
ET,ARN,OSL,0,Ethiopian Airlines,Y
ET,ASO,ADD,0,Ethiopian Airlines,Y
ET,AXU,ADD,0,Ethiopian Airlines,Y
ET,AXU,LLI,0,Ethiopian Airlines,Y
ET,BCN,FRA,0,Ethiopian Airlines,Y
ET,BEY,ADD,0,Ethiopian Airlines,Y
ET,BGF,DLA,0,Ethiopian Airlines,Y
ET,BJM,KGL,0,Ethiopian Airlines,Y
ET,BJR,ADD,0,Ethiopian Airlines,Y
ET,BJR,LLI,0,Ethiopian Airlines,Y
ET,BKK,ADD,0,Ethiopian Airlines,Y
ET,BKK,ICN,0,Ethiopian Airlines,Y
ET,BKK,KUL,0,Ethiopian Airlines,Y
ET,BKK,SIN,0,Ethiopian Airlines,Y
ET,BKO,ADD,0,Ethiopian Airlines,Y
ET,BKO,CKY,0,Ethiopian Airlines,Y
ET,BKO,DKR,0,Ethiopian Airlines,Y
ET,BKO,LFW,0,Ethiopian Airlines,Y
ET,BKO,OUA,0,Ethiopian Airlines,Y
ET,BLZ,ADD,0,Ethiopian Airlines,Y
ET,BLZ,JNB,0,Ethiopian Airlines,Y
ET,BLZ,LLW,0,Ethiopian Airlines,Y
ET,BNE,SIN,0,Ethiopian Airlines,Y
ET,BOM,ADD,0,Ethiopian Airlines,Y
ET,BRU,CDG,0,Ethiopian Airlines,Y
ET,BRU,FRA,0,Ethiopian Airlines,Y
ET,BUD,FRA,0,Ethiopian Airlines,Y
ET,BZV,ADD,0,Ethiopian Airlines,Y
ET,BZV,DLA,0,Ethiopian Airlines,Y
ET,CAI,ADD,0,Ethiopian Airlines,Y
ET,CAI,LCA,0,Ethiopian Airlines,Y
ET,CAN,ADD,0,Ethiopian Airlines,Y
ET,CDG,ADD,0,Ethiopian Airlines,Y
ET,CDG,BRU,0,Ethiopian Airlines,Y
ET,CHC,SIN,0,Ethiopian Airlines,Y
ET,CKY,ABJ,0,Ethiopian Airlines,Y
ET,CKY,BKO,0,Ethiopian Airlines,Y
ET,CKY,DKR,0,Ethiopian Airlines,Y
ET,CKY,LFW,0,Ethiopian Airlines,Y
ET,CKY,OXB,0,Ethiopian Airlines,Y
ET,COO,ABJ,0,Ethiopian Airlines,Y
ET,COO,ABV,0,Ethiopian Airlines,Y
ET,COO,ADD,0,Ethiopian Airlines,Y
ET,COO,LFW,0,Ethiopian Airlines,Y
ET,COO,NIM,0,Ethiopian Airlines,Y
ET,CPH,ARN,0,Ethiopian Airlines,Y
ET,CPH,FRA,0,Ethiopian Airlines,Y
ET,DAR,ADD,0,Ethiopian Airlines,Y
ET,DAR,LLW,0,Ethiopian Airlines,Y
ET,DAR,ZNZ,0,Ethiopian Airlines,Y
ET,DEL,ADD,0,Ethiopian Airlines,Y
ET,DIR,ADD,0,Ethiopian Airlines,Y
ET,DIR,JIB,0,Ethiopian Airlines,Y
ET,DIR,JIJ,0,Ethiopian Airlines,Y
ET,DKR,BKO,0,Ethiopian Airlines,Y
ET,DKR,CKY,0,Ethiopian Airlines,Y
ET,DLA,ADD,0,Ethiopian Airlines,Y
ET,DLA,BGF,0,Ethiopian Airlines,Y
ET,DLA,BZV,0,Ethiopian Airlines,Y
ET,DLA,LFW,0,Ethiopian Airlines,Y
ET,DLA,NDJ,0,Ethiopian Airlines,Y
ET,DLA,SSG,0,Ethiopian Airlines,Y
ET,DMM,ADD,0,Ethiopian Airlines,Y
ET,DUS,FRA,0,Ethiopian Airlines,Y
ET,DXB,ADD,0,Ethiopian Airlines,Y
ET,DXB,SIN,0,Ethiopian Airlines,Y
ET,EBB,ADD,0,Ethiopian Airlines,Y
ET,EBB,KGL,0,Ethiopian Airlines,Y
ET,ENU,ADD,0,Ethiopian Airlines,Y
ET,FBM,NLA,0,Ethiopian Airlines,Y
ET,FCO,ADD,0,Ethiopian Airlines,Y
ET,FCO,MXP,0,Ethiopian Airlines,Y
ET,FIH,BZV,0,Ethiopian Airlines,Y
ET,FIH,LBV,0,Ethiopian Airlines,Y
ET,FNA,ACC,0,Ethiopian Airlines,Y
ET,FNA,MLW,0,Ethiopian Airlines,Y
ET,FRA,ADD,0,Ethiopian Airlines,Y
ET,FRA,AMS,0,Ethiopian Airlines,Y
ET,FRA,ARN,0,Ethiopian Airlines,Y
ET,FRA,BCN,0,Ethiopian Airlines,Y
ET,FRA,BRU,0,Ethiopian Airlines,Y
ET,FRA,BUD,0,Ethiopian Airlines,Y
ET,FRA,CPH,0,Ethiopian Airlines,Y
ET,FRA,DUS,0,Ethiopian Airlines,Y
ET,FRA,GOT,0,Ethiopian Airlines,Y
ET,FRA,GVA,0,Ethiopian Airlines,Y
ET,FRA,HEL,0,Ethiopian Airlines,Y
ET,FRA,JED,0,Ethiopian Airlines,Y
ET,FRA,JFK,0,Ethiopian Airlines,Y
ET,FRA,LIS,0,Ethiopian Airlines,Y
ET,FRA,LYS,0,Ethiopian Airlines,Y
ET,FRA,MAD,0,Ethiopian Airlines,Y
ET,FRA,MRS,0,Ethiopian Airlines,Y
ET,FRA,MUC,0,Ethiopian Airlines,Y
ET,FRA,MXP,0,Ethiopian Airlines,Y
ET,FRA,OSL,0,Ethiopian Airlines,Y
ET,FRA,OTP,0,Ethiopian Airlines,Y
ET,FRA,PRG,0,Ethiopian Airlines,Y
ET,FRA,TLS,0,Ethiopian Airlines,Y
ET,FRA,TXL,0,Ethiopian Airlines,Y
ET,FRA,VIE,0,Ethiopian Airlines,Y
ET,FRA,WAW,0,Ethiopian Airlines,Y
ET,FRA,ZRH,0,Ethiopian Airlines,Y
ET,GDE,JIJ,0,Ethiopian Airlines,Y
ET,GDQ,ADD,0,Ethiopian Airlines,Y
ET,GDQ,LLI,0,Ethiopian Airlines,Y
ET,GIG,GRU,0,Ethiopian Airlines,Y
ET,GMB,ADD,0,Ethiopian Airlines,Y
ET,GMB,ASO,0,Ethiopian Airlines,Y
ET,GOT,FRA,0,Ethiopian Airlines,Y
ET,GRU,LFW,0,Ethiopian Airlines,Y
ET,GVA,FRA,0,Ethiopian Airlines,Y
ET,HEL,ARN,0,Ethiopian Airlines,Y
ET,HEL,FRA,0,Ethiopian Airlines,Y
ET,HGA,ADD,0,Ethiopian Airlines,Y
ET,HKG,ADD,0,Ethiopian Airlines,Y
ET,HKG,ICN,0,Ethiopian Airlines,Y
ET,HRE,ADD,0,Ethiopian Airlines,Y
ET,HRE,LLW,0,Ethiopian Airlines,Y
ET,HRE,LUN,0,Ethiopian Airlines,Y
ET,IAD,ADD,0,Ethiopian Airlines,Y
ET,ICN,BKK,0,Ethiopian Airlines,Y
ET,ICN,HKG,0,Ethiopian Airlines,Y
ET,JED,ADD,0,Ethiopian Airlines,Y
ET,JED,FRA,0,Ethiopian Airlines,Y
ET,JFK,FRA,0,Ethiopian Airlines,Y
ET,JIB,ADD,0,Ethiopian Airlines,Y
ET,JIB,DIR,0,Ethiopian Airlines,Y
ET,JIJ,ADD,0,Ethiopian Airlines,Y
ET,JIJ,DIR,0,Ethiopian Airlines,Y
ET,JIJ,GDE,0,Ethiopian Airlines,Y
ET,JIM,ADD,0,Ethiopian Airlines,Y
ET,JIM,AMH,0,Ethiopian Airlines,Y
ET,JNB,ADD,0,Ethiopian Airlines,Y
ET,JNB,BLZ,0,Ethiopian Airlines,Y
ET,JNB,WDH,0,Ethiopian Airlines,Y
ET,JRO,ADD,0,Ethiopian Airlines,Y
ET,JRO,ZNZ,0,Ethiopian Airlines,Y
ET,JUB,ADD,0,Ethiopian Airlines,Y
ET,KGL,ADD,0,Ethiopian Airlines,Y
ET,KGL,BJM,0,Ethiopian Airlines,Y
ET,KRT,ADD,0,Ethiopian Airlines,Y
ET,KUL,BKK,0,Ethiopian Airlines,Y
ET,KWI,ADD,0,Ethiopian Airlines,Y
ET,LAD,ADD,0,Ethiopian Airlines,Y
ET,LBV,ADD,0,Ethiopian Airlines,Y
ET,LBV,FIH,0,Ethiopian Airlines,Y
ET,LBV,LFW,0,Ethiopian Airlines,Y
ET,LBV,LOS,0,Ethiopian Airlines,Y
ET,LBV,NSI,0,Ethiopian Airlines,Y
ET,LBV,PNR,0,Ethiopian Airlines,Y
ET,LCA,CAI,0,Ethiopian Airlines,Y
ET,LFW,ABJ,0,Ethiopian Airlines,Y
ET,LFW,ABV,0,Ethiopian Airlines,Y
ET,LFW,ACC,0,Ethiopian Airlines,Y
ET,LFW,ADD,0,Ethiopian Airlines,Y
ET,LFW,BKO,0,Ethiopian Airlines,Y
ET,LFW,CKY,0,Ethiopian Airlines,Y
ET,LFW,COO,0,Ethiopian Airlines,Y
ET,LFW,DLA,0,Ethiopian Airlines,Y
ET,LFW,GIG,0,Ethiopian Airlines,Y
ET,LFW,LBV,0,Ethiopian Airlines,Y
ET,LFW,LOS,0,Ethiopian Airlines,Y
ET,LFW,OUA,0,Ethiopian Airlines,Y
ET,LHR,ADD,0,Ethiopian Airlines,Y
ET,LHR,YYZ,0,Ethiopian Airlines,Y
ET,LIS,FRA,0,Ethiopian Airlines,Y
ET,LLI,ADD,0,Ethiopian Airlines,Y
ET,LLI,AXU,0,Ethiopian Airlines,Y
ET,LLI,GDQ,0,Ethiopian Airlines,Y
ET,LLW,BLZ,0,Ethiopian Airlines,Y
ET,LLW,DAR,0,Ethiopian Airlines,Y
ET,LLW,HRE,0,Ethiopian Airlines,Y
ET,LLW,LUN,0,Ethiopian Airlines,Y
ET,LOS,ABJ,0,Ethiopian Airlines,Y
ET,LOS,ADD,0,Ethiopian Airlines,Y
ET,LOS,LBV,0,Ethiopian Airlines,Y
ET,LOS,LFW,0,Ethiopian Airlines,Y
ET,LUN,ADD,0,Ethiopian Airlines,Y
ET,LUN,BLZ,0,Ethiopian Airlines,Y
ET,LUN,HRE,0,Ethiopian Airlines,Y
ET,LUN,LLW,0,Ethiopian Airlines,Y
ET,LYS,FRA,0,Ethiopian Airlines,Y
ET,MAD,FRA,0,Ethiopian Airlines,Y
ET,MBA,ADD,0,Ethiopian Airlines,Y
ET,MBA,JRO,0,Ethiopian Airlines,Y
ET,MCT,ADD,0,Ethiopian Airlines,Y
ET,MEL,SIN,0,Ethiopian Airlines,Y
ET,MLW,ACC,0,Ethiopian Airlines,Y
ET,MLW,FNA,0,Ethiopian Airlines,Y
ET,MPM,ADD,0,Ethiopian Airlines,Y
ET,MQX,ADD,0,Ethiopian Airlines,Y
ET,MQX,SHC,0,Ethiopian Airlines,Y
ET,MQX,SZE,0,Ethiopian Airlines,Y
ET,MRS,FRA,0,Ethiopian Airlines,Y
ET,MUC,FRA,0,Ethiopian Airlines,Y
ET,MXP,FCO,0,Ethiopian Airlines,Y
ET,MXP,FRA,0,Ethiopian Airlines,Y
ET,NBO,ADD,0,Ethiopian Airlines,Y
ET,NDJ,ABV,0,Ethiopian Airlines,Y
ET,NDJ,ADD,0,Ethiopian Airlines,Y
ET,NDJ,DLA,0,Ethiopian Airlines,Y
ET,NDJ,NIM,0,Ethiopian Airlines,Y
ET,NIM,ABV,0,Ethiopian Airlines,Y
ET,NIM,ADD,0,Ethiopian Airlines,Y
ET,NIM,COO,0,Ethiopian Airlines,Y
ET,NIM,NDJ,0,Ethiopian Airlines,Y
ET,NIM,OUA,0,Ethiopian Airlines,Y
ET,NLA,ADD,0,Ethiopian Airlines,Y
ET,NSI,LBV,0,Ethiopian Airlines,Y
ET,OSL,ARN,0,Ethiopian Airlines,Y
ET,OSL,FRA,0,Ethiopian Airlines,Y
ET,OTP,FRA,0,Ethiopian Airlines,Y
ET,OUA,ABJ,0,Ethiopian Airlines,Y
ET,OUA,ADD,0,Ethiopian Airlines,Y
ET,OUA,BKO,0,Ethiopian Airlines,Y
ET,OUA,LFW,0,Ethiopian Airlines,Y
ET,OUA,NIM,0,Ethiopian Airlines,Y
ET,OXB,CKY,0,Ethiopian Airlines,Y
ET,PEK,ADD,0,Ethiopian Airlines,Y
ET,PER,SIN,0,Ethiopian Airlines,Y
ET,PNR,ADD,0,Ethiopian Airlines,Y
ET,PNR,LBV,0,Ethiopian Airlines,Y
ET,PRG,FRA,0,Ethiopian Airlines,Y
ET,PVG,ADD,0,Ethiopian Airlines,Y
ET,RUH,ADD,0,Ethiopian Airlines,Y
ET,SHC,MQX,0,Ethiopian Airlines,Y
ET,SIN,ADL,0,Ethiopian Airlines,Y
ET,SIN,AKL,0,Ethiopian Airlines,Y
ET,SIN,BKK,0,Ethiopian Airlines,Y
ET,SIN,BNE,0,Ethiopian Airlines,Y
ET,SIN,CHC,0,Ethiopian Airlines,Y
ET,SIN,DXB,0,Ethiopian Airlines,Y
ET,SIN,MEL,0,Ethiopian Airlines,Y
ET,SIN,PER,0,Ethiopian Airlines,Y
ET,SIN,SYD,0,Ethiopian Airlines,Y
ET,SOF,FRA,0,Ethiopian Airlines,Y
ET,SSG,ADD,0,Ethiopian Airlines,Y
ET,SSG,DLA,0,Ethiopian Airlines,Y
ET,SYD,SIN,0,Ethiopian Airlines,Y
ET,SZE,ADD,0,Ethiopian Airlines,Y
ET,SZE,MQX,0,Ethiopian Airlines,Y
ET,TLS,FRA,0,Ethiopian Airlines,Y
ET,TLV,ADD,0,Ethiopian Airlines,Y
ET,TXL,FRA,0,Ethiopian Airlines,Y
ET,VIE,FRA,0,Ethiopian Airlines,Y
ET,WAW,FRA,0,Ethiopian Airlines,Y
ET,WDH,JNB,0,Ethiopian Airlines,Y
ET,YYZ,ADD,0,Ethiopian Airlines,Y
ET,ZNZ,ADD,0,Ethiopian Airlines,Y
ET,ZNZ,JRO,0,Ethiopian Airlines,Y
ET,ZRH,FRA,0,Ethiopian Airlines,Y
EU,BHY,CKG,0,Empresa Ecuatoriana De Aviacion,Y
EU,BHY,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,CAN,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,CGQ,TNA,0,Empresa Ecuatoriana De Aviacion,Y
EU,CKG,BHY,0,Empresa Ecuatoriana De Aviacion,Y
EU,CSX,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,CSX,HGH,0,Empresa Ecuatoriana De Aviacion,Y
EU,CSX,NGB,0,Empresa Ecuatoriana De Aviacion,Y
EU,CSX,NKG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CSX,SYX,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,BHY,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,CAN,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,CSX,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,HGH,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,JGS,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,JHG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,JNG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,JZH,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,KMG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,KWE,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,LJG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,LYG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,LZH,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,NKG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,PVG,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,SYX,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,SZX,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,TNA,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,TSN,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,WNZ,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,WUH,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,XIY,0,Empresa Ecuatoriana De Aviacion,Y
EU,CTU,ZYI,0,Empresa Ecuatoriana De Aviacion,Y
EU,FOC,KWE,0,Empresa Ecuatoriana De Aviacion,Y
EU,HGH,CSX,0,Empresa Ecuatoriana De Aviacion,Y
EU,HGH,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,HGH,SYX,0,Empresa Ecuatoriana De Aviacion,Y
EU,HYN,WUH,0,Empresa Ecuatoriana De Aviacion,Y
EU,JGS,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,JGS,XMN,0,Empresa Ecuatoriana De Aviacion,Y
EU,JHG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,JHG,KMG,0,Empresa Ecuatoriana De Aviacion,Y
EU,JNG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,JNG,SHE,0,Empresa Ecuatoriana De Aviacion,Y
EU,JZH,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,KMG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,KMG,JHG,0,Empresa Ecuatoriana De Aviacion,Y
EU,KMG,LZH,0,Empresa Ecuatoriana De Aviacion,Y
EU,KWE,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,KWE,FOC,0,Empresa Ecuatoriana De Aviacion,Y
EU,LJG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,LYG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,LYG,SHE,0,Empresa Ecuatoriana De Aviacion,Y
EU,LZH,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,LZH,KMG,0,Empresa Ecuatoriana De Aviacion,Y
EU,LZH,SZX,0,Empresa Ecuatoriana De Aviacion,Y
EU,LZH,XMN,0,Empresa Ecuatoriana De Aviacion,Y
EU,NGB,CSX,0,Empresa Ecuatoriana De Aviacion,Y
EU,NKG,CSX,0,Empresa Ecuatoriana De Aviacion,Y
EU,NKG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,PVG,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,SHE,JNG,0,Empresa Ecuatoriana De Aviacion,Y
EU,SHE,LYG,0,Empresa Ecuatoriana De Aviacion,Y
EU,SYX,CSX,0,Empresa Ecuatoriana De Aviacion,Y
EU,SYX,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,SYX,HGH,0,Empresa Ecuatoriana De Aviacion,Y
EU,SZX,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,SZX,LZH,0,Empresa Ecuatoriana De Aviacion,Y
EU,TAO,XIY,0,Empresa Ecuatoriana De Aviacion,Y
EU,TNA,CGQ,0,Empresa Ecuatoriana De Aviacion,Y
EU,TNA,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,TSN,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,WNZ,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,WUH,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,WUH,HYN,0,Empresa Ecuatoriana De Aviacion,Y
EU,XIY,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EU,XIY,TAO,0,Empresa Ecuatoriana De Aviacion,Y
EU,XMN,JGS,0,Empresa Ecuatoriana De Aviacion,Y
EU,XMN,LZH,0,Empresa Ecuatoriana De Aviacion,Y
EU,ZYI,CTU,0,Empresa Ecuatoriana De Aviacion,Y
EW,HAM,AMS,0,Eurowings,Y
EY,ALA,AUH,0,Etihad Airways,Y
EY,AMD,AUH,0,Etihad Airways,Y
EY,AMM,AUH,0,Etihad Airways,Y
EY,AMS,AUH,0,Etihad Airways,Y
EY,AMS,BEG,0,Etihad Airways,Y
EY,AMS,LIS,0,Etihad Airways,Y
EY,AMS,OPO,0,Etihad Airways,Y
EY,ARN,BEG,0,Etihad Airways,Y
EY,ATH,AUH,0,Etihad Airways,Y
EY,ATL,ORD,0,Etihad Airways,Y
